Artist,Song Title,Genre,Lyrics
Snoop-Dogg,Qualified,Gospel,"Say, player
What's goin' down, bro?
Yeah, man
I ju—, I just wanna introduce y'all to this player, man
This real famous player, man
I mean, he's slick with it, I mean, he's sick with it (ooh wee)
Enough said, talk to 'em, man

Took trips OT, had to grave 550
Lil' snow ain't, shh, man, this sh- get wicked
Marble in the kitchen (kitchen) really took missions
Black ceramic dishes (notch) 100K with my assistant (sock it to me)
Really took chances, b- named Nancy (Nancy)
Livin' life fancy

Countin' up a dub, watch my hair, b-, I'm classy (classy)
Seven-thousand dollars for this all-black jacket I'm carryin'
Everything I spit, n-, facts (facts)
So many whips, bought a spot just for that (good job)"
Snoop-Dogg,Diamond Life,Gospel,"A Dream of mine I seem to find
Grapes make wine but it takes time
A Diamond shine, that's how you define
Ain't no turning back
Ain't no looking back
It's the D-O-Double G
With M-J-B

On my blessing
You can't tell me my life ain't predestined
People following, I don't even know them
Telling me to never stop and keep going
You shooting but you can't block my blessing
Standing strong in the fire getting tested
With my head to the sky, tell you no lies
All this hell, I got shine

Diamond Life
Yeah I'm living my diamond life
And everyday ain't the brightest light
Sometimes it's a cloudy night
But I'm still living my diamond life
When I shine i'm the brightest light
I control how I feel inside
I'm living my diamond life, diamond life"
Snoop-Dogg,No Smut On My Name,Gospel,"In a quarter of a mile, take a left on Crip Street
Good God, jam

Ain't nothin' funny
Never put no smut up on my name (this is a hold up, jam)
Ain't nothin' funny
Never put no smut up on my name, stop smilin'

I kicked, walked in
I been on four-twenty deep in a motherfucker
Iced out, pocket full of heat
Uncut, no smut, niggas try to run up
Pop a shot, cut line, I'm up a line cut

Yeah, busters keep talkin' and I'm tyin' 'em up
Duct tape, gasoline, yeah, we fine 'em up
Talkin' wreck out the neck, get your check for respect
It's a promise, not a threat, we are back in the West

Four-four dealers, lions and gorillas
Stars and fulfillers, scars and cat villas
Balls and rack dealers, ignored you rap n-
You touched up the frame and f- up the game -damn"
Snoop-Dogg,Get My Money,Hip Hop,"(ProHoeZak music)

Get your a- off TikTok, doin' that nasty dance
B-, get my money (uh)
Get up, get your a- off IG (IG), all in the camera all day
B- get my money, b- get my money (uh)
Get it good now

Turn that s- off and move your a- (uh)
Turn that s- off and shake your a- (woo)
Turn that s- off and move your a- (uh)
Get my money, b- make it fast

Break bread or fake dead and kill it back
All greens, by all means, we into that
Front, back, run it up, now run it back
For a repost, cuz, I need a hundred racks
Top dollar, hip-hop, the Impala
No bark, all bite, Rottweiler
Test him out, stressed him out, no
Popped him out and stretched him out, oh (get it good now)

Time keeps slippin'
These b- in my DM but I can't pay attention
They wishin' and itchin', a message to you b-
If you really wanna shine, get up off that timeline
TikTokin' with no money in your pocket"
Snoop-Dogg,Outro,Gospel,"Yessir!

Id like to thank all my peoples tonight.
Specially the fans, for coming through."
J-Cole,Stick,Hip Hop,"I got the time, ayy
It's up and it's stuck, and it's stuck where it's up, fah
Hahaha (fuck 'bout you, pray for them folks, bro, pray for them folks)
Oh, I know you niggas ain't see this comin' (on me, bro, fuck 'bout this shit, bro)
I mean, normally around this time, I'd ask if you was ready (turn me the fuck up, bruh)
But I know there's no way you niggas was ready for what's about to happen (AraabMUZIK)

Stick, stick, stick (bitch), stick (boom, Gangsta)
Stick, stick (bitch), stick (bitch), stick
I got a new stick (bitch), I got a new stick (bitch, boom)
I got a new stick (boom), I got a new stick (boom)
Stick (bitch), stick (bitch), stick (bitch), stick (yeah)
Stick (yeah), stick (yeah), stick (yeah), stick
I got a new stick (I got a brand-new stick, bitch)
I got a new stick (I got a brand-new stick, bitch)
I got a new stick (I got a brand-new stick, bitch)
I got a new stick (I got a brand-new stick)
If I see that nigga, I'ma wet his ho ass up

Roll down the window (brrt), roll up the window (ooh)
Roll down the window (brrt), roll up the window (ooh)
Roll down the window (brrt), roll up the window (ooh)
Roll down the window (yeah, brrt) roll up the window (uh, okay)

Hand on my dick and my hand on my gun
One is for shootin' and one is for fun
Niggas trippin' off of 151
Black & Milds burnin' under the sun
Black and brown kids young or they dumb?
Sack a town, where your mom and them from?
Gather 'round, run in all of your shit
But what did you get? (New stick)

I say it's up (I got a new stick), that mean it's stuck
Run out of bullets (I got a new stick), you run out of luck
One in the cribbo (I got a new stick) and one in the truck
One in the tippo 'cause bloody ain't duck
Step a foot up on the yard and get struck
Everyone I grew around was a thug
Thought he was a shooter, thought he was tough
Found his body coolin' out in the cut

Shit, Fulton County, 50 cal' in the tuck
Fuck around and shoot the cavalry up
Bullets sneezing, we got allergies, we got alibis
We got calibers, categorized
FN, bitch, capitalized, better recognize"
J-Cole,Freedom of Speech,Hip Hop,"Y'all niggas know what it is when I show up (King Cole)
The energy switch in this motherfucker

Came through with a bad bitch in tight britches
Made the hoe book her own flight, I'm type vicious
Black boy fly, stupid racks, oysters on my plate
So much bread I think I got white privilege
Access to five-star rooms and white bitches
I dreamed it like Bing Crosby, dreamed a white Christmas
After shows fuckin' on the slutty snow bunnies
I done came to the conclusion that I only like sisters

And that might be a hard pill to swallow for a few
She had dreams of fuckin' Cole and even her father would approve
(Yes, honey, you can fuck him) look what a dollar bill'll do
Made them bougie bitches workin' up in Prada smile at you
Yeah, I know you hate a nigga, but I'm still smilin' too
(Will that be all, sir?) That'll do"
J-Cole,Heavens EP,Hip Hop,"(I'm working on dying)
Yeah (and like that)
Gotta have a space, gotta have a space (it's been a pleasure)
Nah mean? (She belongs to the streets)
Freedom, nah mean? (We gone)
Uh (Gangsta Grillz) space to get this shit off
Yeah
Yeah (get this shit off my mind, off my chest)
Yeah (nah mean?)
Yeah

With every record, I be askin' the masses to tune your hearts to me
I represent intelligent niggas that grew up harshly
But lately I've been questionin', second guessin'
Whether or not I've got somethin' to offer since I done eluded poverty
Or has the money watered me down? That truth is hard for me
Like the second time I got cut from the junior varsity
Fightin' back tears, I promised to switch gears
And said to myself, ""Whatever you do, you won't do it partially""

From this day forward, I move with a new ferocity
Ferrari coupe velocity, a fail proof philosophy"
J-Cole,Stick,Hip Hop,"I got the time, ayy
It's up and it's stuck, and it's stuck where it's up, fah
Hahaha (fuck 'bout you, pray for them folks, bro, pray for them folks)
Oh, I know you niggas ain't see this comin' (on me, bro, fuck 'bout this shit, bro)
I mean, normally around this time, I'd ask if you was ready (turn me the fuck up, bruh)
But I know there's no way you niggas was ready for what's about to happen (AraabMUZIK)

Stick, stick, stick (bitch), stick (boom, Gangsta)
Stick, stick (bitch), stick (bitch), stick
I got a new stick (bitch), I got a new stick (bitch, boom)
I got a new stick (boom), I got a new stick (boom)
Stick (bitch), stick (bitch), stick (bitch), stick (yeah)
Stick (yeah), stick (yeah), stick (yeah), stick
I got a new stick (I got a brand-new stick, bitch)
I got a new stick (I got a brand-new stick, bitch)
I got a new stick (I got a brand-new stick, bitch)
I got a new stick (I got a brand-new stick)
If I see that nigga, I'ma wet his ho ass up

Roll down the window (brrt), roll up the window (ooh)
Roll down the window (brrt), roll up the window (ooh)
Roll down the window (brrt), roll up the window (ooh)
Roll down the window (yeah, brrt) roll up the window (uh, okay)

Hand on my dick and my hand on my gun
One is for shootin' and one is for fun
Niggas trippin' off of 151
Black & Milds burnin' under the sun
Black and brown kids young or they dumb?
Sack a town, where your mom and them from?
Gather 'round, run in all of your shit
But what did you get? (New stick)

I say it's up (I got a new stick), that mean it's stuck
Run out of bullets (I got a new stick), you run out of luck
One in the cribbo (I got a new stick) and one in the truck
One in the tippo 'cause bloody ain't duck
Step a foot up on the yard and get struck
Everyone I grew around was a thug
Thought he was a shooter, thought he was tough
Found his body coolin' out in the cut

Shit, Fulton County, 50 cal' in the tuck
Fuck around and shoot the cavalry up
Bullets sneezing, we got allergies, we got alibis
We got calibers, categorized
FN, bitch, capitalized, better recognize"
J-Cole,Freedom Of Speech,Hip Hop,"Y'all niggas know what it is when I show up (King Cole)
The energy switch in this motherfucker

Came through with a bad bitch in tight britches
Made the hoe book her own flight, I'm type vicious
Black boy fly, stupid racks, oysters on my plate
So much bread I think I got white privilege
Access to five-star rooms and white bitches
I dreamed it like Bing Crosby, dreamed a white Christmas
After shows fuckin' on the slutty snow bunnies
I done came to the conclusion that I only like sisters

And that might be a hard pill to swallow for a few
She had dreams of fuckin' Cole and even her father would approve
(Yes, honey, you can fuck him) look what a dollar bill'll do
Made them bougie bitches workin' up in Prada smile at you
Yeah, I know you hate a nigga, but I'm still smilin' too
(Will that be all, sir?) That'll do"
J-Cole,Heavens EP,Hip Hop,"(I'm working on dying)
Yeah (and like that)
Gotta have a space, gotta have a space (it's been a pleasure)
Nah mean? (She belongs to the streets)
Freedom, nah mean? (We gone)
Uh (Gangsta Grillz) space to get this shit off
Yeah
Yeah (get this shit off my mind, off my chest)
Yeah (nah mean?)
Yeah

With every record, I be askin' the masses to tune your hearts to me
I represent intelligent niggas that grew up harshly
But lately I've been questionin', second guessin'
Whether or not I've got somethin' to offer since I done eluded poverty
Or has the money watered me down? That truth is hard for me
Like the second time I got cut from the junior varsity
Fightin' back tears, I promised to switch gears
And said to myself, ""Whatever you do, you won't do it partially""

From this day forward, I move with a new ferocity
Ferrari coupe velocity, a fail proof philosophy"
J-Cole,9 5 . s o u t h,Hip Hop,"Killa, it's The Off-Season
Let's keep it tall, y'all ain't fuckin' with my man
And don't check your watch, you know the time
Cole World, Killa Cam, niggas is fuckin' finished (yeah)

This shit too easy for me now
Nigga, Cole been goin' plat' since back when CDs was around
What you sold, I triple that, I can't believe these fuckin' clowns
Look how everybody clappin'
When your 30-song album do a measly hundred thou'
If I'm bettin' on myself, then I'll completely double down
If you hated on a nigga, please don't greet me with a pound
I be stayin' out the way, but if the beef do come around
Could put a M right on your head, you Luigi brother now

Trace my steps all in this game, you could see we cover ground
Back and forth from NC to New York when Jeezy had the crown
Vivid memories, niggas start to squeeze, we duckin' down
So many shells left on the ground, it make the Easter Bunny proud
I get up, dust my clothes off, sleep is the cousin of death
No plans to doze off, the streets, it don't come with a ref
I never sold soft, just creeped where the hustlers crept
And got they O's off, you reach, niggas uppin' like Steph"
J-Cole,a m a r i,Hip Hop,"Bada-ba, bada-ba
Bada-ba, da-da
Off-Season
Let's work, hey

Plottin' my escape, this game rot a nigga's faith
Got a couple M's hidin' in the safe
Imagination turned a Honda into Wraith
I was doin' 80 on the interstate
Tryna make it back before my class started
Country nigga never seen a passport
'Til I popped off and got a bag for it
Now I'm at the Garden sittin' half court
Watchin' Jr. catch it off the backboard
'Ville nigga never seen nothing
'Cept a fucking triple bean jumping
Good dope leave a fiend krumping
Made it out, it gotta mean something

Either you gon' hustle hard or that nigga Uncle Sam got yo' ass re-enlisting
2-6, murder scene pumping
Better leave it tucked if y'ain't dumping
Pow, pow, nigga, he slumping
12 comin', we ain't seen nothing"
J-Cole,m y . l i f e,Hip Hop,"Oh, you came there, God
Yeah, yeah, yeah, yeah
Oh, Lord
No matter how, no matter how long it take, yeah
No matter how long it take, n-
Oh, God, yeah
You better be

Spiralin' up, just like a rich n- staircase (spiral up)
No-fly zone, please stay the f- out my airspace (out my face)
N- say things behind backs that they wouldn't dare say (dare say)
Know it's on sight when I see you, I'm workin' at SquareSpace

Yeah, top of the mornin', I know that you thought that I was dormant
Woke up early from shots that were swarmin'
A block full of opps, now the cops in an orbit
Guess somebody got popped and they knockin' on doors
Tryna find an informant but I ain't see nathin'
I'm mindin' my business as God is my witness
No weapon gon' prosper that's formin' against me

N-, I'm starvin', immensely
Know when I'm done with these songs, you gon' miss me
Ja Morant, I'm on my Grizzly
You n- just cubs but no, not the ones in big leagues
After The Fall Off, I promise I'm comin' to sellin' out Wrigley's
I'm just a product of poverty, full of narcotics

To profit off quickly
My family tree got a history of users that struggle with demons
Not really the hustlin' instincts"
J-Cole,a p p l y i n g . p r e s s u r e,Hip Hop,"Yeah (yeah)
Yeah, nigga (one two, one two, one)
The Off-Season (one two, one two, one two, one)
The Off-Season, nigga
We offing niggas (ayy, that's right)
The fuck you talking 'bout? (That's right, ayy)
Offing niggas (yeah, ayy, yeah)
(Vocal up a little more, hey)

Uh, applying pressure
Started my grind with crime festers
And nines showing like they in they second trimesters
That's why a nigga's throw a shot or two online
I pay no mind to their benign gestures

Nigga, please, I got my mind on much bigger things to say the least
My latest speeches sound like they was released by David East (what up East?)
Verses hit hard, never pitched hard or played the streets
These niggas whips are behind closed doors, can't pay the lease, uh

Ain't nothing wrong with living check to check
'Cause most have to (I ain't saying that)
Instead of capping
Why don't you talk about being a broke rapper? (I ain't saying that)
That's a perspective I respect because it's real
What it's like to be nice as fuck, but got to stress to pay the bills

That was me in '08, seeing no cake"
J-Cole,p u n c h i n ‘ . t h e . c l o c k,Hip Hop,"It ain't nothin' I want more
Ain't nothin' I want more
I ain't c-, I told you when I first came here
I said, ""I ain't come here to waste my time""
I came here
They gave us a chance to get in like we asked for
And that's, that's what we here to do (yeah, nigga, 26)
The job still ain't done (straight up)
But I, I said, ""You, you know what I'm here for""

Back on top, punchin' the clock, clutchin' sanity
I got more cribs than Habitat for Humanity
Shit profound, we propagating more profanity
Paid off collections from recollections of calamity (oh shit, look, that nigga 'bout to shoot)
The shit pop off, I learned to duck under the canopy (oh shit, run, nigga, run)"
J-Cole,1 0 0 . m i l ‘,Hip Hop,"How come a n- ain't enter his prime?
Still gettin' better after all this time
These n- say that they killers, they lyin'
Only thing I see 'em killin' is time

One hundred mil' and I'm still on the grind
One hundred mil' and I'm still on the grind
One hundred mil' and I'm still on the grind
One hundred mil' and I'm still on the grind

Never peddled rock, never said a lot, only what need to be said
Got a little guap, when you get a lot, won't no b- leave you on read
Don't push me, n- my feet on the ledge
This game is like follow the leader
If you lookin' closely enough, then you'll see that I led

The moves that I made, the people I fed, the evil I ducked
They minds is too feeble, they lean on they crutch
I'm bleedin' from fightin' my demons head up
When I get defeated, believe I get up
I come from a city most n- ain't heard of
Until they popped in my first CD, now look

I'm on that Mount Rushmore, you n- can't front no more
B- I'ma reign until FEMA show up"
J-Cole,p r i d e . i s . t h e . d e v i l,Hip Hop,"Uh

Pride is the Devil
Think it got a hold on me
Pride is the Devil
It left so many, R.I.P.
Pride is the Devil
Think it got a hold on me
Pride is the Devil, yeah, uh

Terrified, paranoid
I'll put you over everything to fill the void
And when you're gone, will I have anything?
Or will I be destroyed? Uh

Terrified, paranoid
I'll put you over everything to fill the void
And when you're gone, will I have anything?
Or will I be destroyed? Yeah

Bright lights pass me in the city, it's emergency
I'm thankful 'cause I made it past my 30s, no one murdered me
Still remember vividly the nigga that pulled a gun on me
I'm petrified, but movin' like I got no sense of urgency

Pride make a nigga act way harder than he really be
Pride hide the shame when city cut off all utilities
Pride hide the pain of growing up inhaling poverty
Pride make a nigga feel a way that you unfollow me

Make a nigga flash a thousand like he hit the lottery
Make a baby mama make shit harder than it gotta be"
J-Cole,l e t . g o . m y . h a n d,Hip Hop,"Soldier's song, marching on, on
Hoping to see home
If I die, before I
See your smile, just one more time

Sometimes I question whether this sh- matters
Putting substance into something and the world's so used to instant gratification
I found this instrumental on my phone while on vacation
Ib sent it a year ago or so
I probably heard it before but slept on it, you know?
Sh- don't always connect as soon as you press play
At times you gotta step away, do some living
Let time provide a new prescription, giving truer vision

I dibble dabble in a few religions
My homie constantly telling me 'bout Quran, putting me on
I read a few pages and recognize the wisdom in it
But I ain't got the discipline for sticking with it
Now I'm on the way to London, got a show for seven digits
I'm wondering just when did I become my biggest critic?
I wanna be my biggest fan
Like how I was when didn't nobody know my jams
Today, my son said, ""Dad, let go my hand""

Reminded me one day he's gonna be his own man
And my job is to make sure he's equipped"
J-Cole,i n t e r l u d e,Hip Hop,"I'm a living little good thing (yeah)
It's like you never lived for me, yeah
Mama said you was a good thing, uh
Good, good, good, yeah

Yeah
We came a long way, man, we done came a long way
And we sitting on top of this shit
This shit can go one or two ways
This shit can go up, it can go down
Either way, nigga, I'm prepared
Feel me? Yeah

I be coming in peace, but fuck me
Best beware the others
This shit deep, undercovers creep
This Southern heat make unbearable summers
Just last week, seen yo' mama weep"
J-Cole,t h e . c l i m b . b a c k,Hip Hop,"Are you doin' this work to facilitate growth or to become famous?
Which is more important?
Getting or letting go?
You can do anything, anything you can do (You can do anything)
You can do anything, anything you can do (You can do anything)

Everything come back around full circle
Why do lies sound pleasant but the truth hurtful?
Everybody gotta cry once in a while
But how long will it take 'fore you smile?
This is that come back to life shit
My niggas pick me up and we gon' light the city up
As if the sun had the night shift
And paint the town red
For my nigga found dead too soon (Bitch, I'm back out-)

Yeah
To the left of that decimal, I need seven figures to play the joint
Turn up your decibels, peep how I decimate a joint
Check out my projects like them workers that Section 8 appoints
And you'll see how I flipped, like exclamation points
My niggas shoot first as if they never played the point, more two guards
Enough straps to fill four U-Hauls
More death than World War II caused
Around these parts, we pour the brown just to drown these thoughts
Of black corpses in county morgues, Lord, those images hauntin'
I ain't been asleep yet, it's ten in the mornin'
I'm sendin' a warnin', a problem with me is like the BET Hip-Hop Awards
I'm startin' to see you niggas don't want it

I'm sick of this flauntin', from niggas I know for sho' ain't got mo' dough than Cole
Trash rappers, ass backwards, tryna go toe to toe
We laugh at ya, staff strapped up on top the totem pole, to blast at ya
Bass masters, look how they tote a pole
Gotta know the ropes and the protocol
Or they gon' for sho blow your clothes half off like a promo code
Made a lil' tune called ""Foldin Clothes"", and a nigga still ain't known to fold under pressure
Well, you know what Cole do, make a diamond, they just rhymin'"
J-Cole,c l o s e,Hip Hop,"Yeah
Close
Ville-matic
One, one, one, one, one, two
One, one, two, one, one, two, one
One, two, one, one, listen

Close, I stare at my dreams as they approach
Gotta be patient and trust in God, He the coach
Temptations are taking a shortcut, but I don't
'Cause I ain't tryna be a almost, when I get it, I'ma float
Gone are the days we was close
Now when I see you, I look at you just like a ghost
A shell of your former self, so caught up with that dope
Two-two singin' two different notes and you know I gotta coast

Nothin' but a dollar and some hope
Up in NY, but damn, what hurts me the most?"
J-Cole,h u n g e r . o n . h i l l s i d e,Hip Hop,"Alright now, alright now
God has a plan for you (God won't stop me)
And all you've got to do (love won't stop, stop me)
Is believe, believe, believe (yeah)

Sh- gon' get hard, keep your head strong
If I quit now, then I'm dead wrong
Fightin' off this hunger for hours
Big stepper, n-, don't get stepped on
The money might fade, but respect don't
Still gon' be me when success gone
I don't speak the language of cowards
I walk through the flame like I'm Teflon

I sucked up the pain and I kept goin'
Whole world know my namе, b-, my rep strong
We sold out in less than a hour
Thеse words I still sang like I'm slept on
I sin, so I can't cast the next stone
Unless it's baguettes 'round my neck bone
Inside of my frame lies a power
You can't get this game from no TED Talk

I wanna know if they understand me
I put it all on A, ain't no plan B"
J-Cole,Under The Sun,Dirty South,"If, you miss me
And you, can't find

I done seen it all, oh my God
Uh
I done seen it all, oh my God, I swear
Uh, uh

Nothing new under the sun, nobody fucking with son
I got a couple of sons, a couple of guns
A couple of niggas that bust up the party and fuck up the fun
She digging me and I'm cuffing her friend
She ig'-ing you while we fucking for fun
I got her suckin' her thumb, that's my lil' baby
She call me daddy like grandmama baby
If this Sunday dinner, my hand on her gravy
I been on the craziest wave, if I'm on the stage
An M is my minimum wage
This ain't no kennel, behave
Niggas is with all that barking, we send 'em a stray
So in a way we the dogcatchers
How many bullets your dawg catchin'?
Sawed-off, raw dog fashion
Hauled off, hope God catch him, damn

I woke up for some money, ayy, lil' bitch
Too many opps in here, tell me who you with, ayy"
J-Cole,Oh Wow...Swerve,Dirty South,"Oh wow
You want the next part, kablaow
Yeah, kablaow, yeah
Hold up, oh wow, shit
That's the part
Shit, I'm proud
The track
Got a whole lot of cash
Kablaow
I put a hole in your"
J-Cole,1993,Dirty South,"Ayy
These motherfuckers, man, yo
(Elite, Elite, Elite)
Check it
Yo, check it out, ayy

Since 1993 I've been smoking weed, ask about me
Niggas know not to, oh, wait, niggas know not to, oh, fuck, ayy

Roll up and pour me a drink up, let's get fucked up
Roll up and pour me a drink up, let's get fucked up
Roll up and pour me a drink up, let's get fucked up
Roll up

Uh, I'm drunk at a party, ain't put down my cup
The fuck is my water? I pick this shit up
Then drank all the water and threw this shit up
It's ash in my cup, I'm mad as a muh', huh
I push pack like USPS, you is a bitch

Ayy, yo, yo, shut the fuck, ayy
Don't even rap, nigga, you
Ayy, hold on
Hold the fuck up, nigga

Tell me why you wanna come get high tonight
I only got one reason, I'm top dog tonight
I let the broads borrow my room and I got caught tonight
Drunken partying, slobbering, 'nother sloppy night

Always fight with my mama, but look, on my leave night
I'll call her, when I'm a baller, I promise that I'ma score you
Until then, I'ma ignore you, it's nothing personal (Sorry)
I'm just tryna fuck a couple girls and go
Can't do that while I'm on the phone
I'm not a mother's boy, I'm a motherfucker"
J-Cole,Rembrandt...Run It Back,Dirty South,"You don't give a damn, then we don't give a fuck
On God, I been waitin' for one of y'all pussy niggas to buck
Still starving, ribs touching
Touch the team and you get touched like homescreen buttons
Hoes scream loud, Jennifer Hudson when them thangs start bustin'
Alright

Shit talk and slick talk
Pissed off, stick talk
Diss track, get mad
Rap niggas big trash
Your squad, my squad
Mismatched, pissants
Cheese chase, gym rats
Picture paint, Rembrandts
Tree trunk, thin branch
I leave, come back
This fall, diss all y'all niggas I came up with
My, what a bit of a change up
These niggas lame, we in minimal danger
I got the banger, just give me the next
My nigga put me in the game and I'm ready to flame, I'm anxious
Put the motherfuckin' bank on it"
J-Cole,Sunset,Dirty South,"Pyrex whipper
Niggas want smoke, mmh
Niggas want smoke, I want it too, mmh
Niggas want, mmh, niggas want, mmh
Chase the money, Chase the money

Mmh, niggas want smoke, I want it too
Roses are red, my diamonds are blue
Pockets is green, a permanent hue
My niggas get work like assignments is due

Just made a mil', I counted it once
I think I go spread it around in the slums
2-6 boy, that's where I'm from
Help me get used to the sound of the drum

Rolls Royce riding down Sunset
I must get a crib in LA
Fuck a nigga finna tell me?
Catch him slipping, send him to Raleigh

Big ass chopper make God flinch
Ducking from the boys in the field
Just as good as poison with the steel

Hesitation always get you killed, nigga

I wanna pop my shit
I wanna cop my whip in cash
On that note, pull up on them folks
In an all black Ghost like Christmas Past

This shit's ass
Low-key rich with the same outfit that I did just have
Pardon the smoke, that's just my staff"
J-Cole,Got Me,Electronic,"You've got me so high
You've got me so high"
J-Cole,MIDDLE CHILD,Hip Hop,"You good, T-Minus?

Niggas been countin' me out
I'm countin' my bullets, I'm loadin' my clips
I'm writin' down names, I'm makin' a list
I'm checkin' it twice and I'm gettin' 'em hit
The real ones been dyin', the fake ones is lit
The game is off balance, I'm back on my shit
The Bentley is dirty, my sneakers is dirty
But that's how I like it, you all on my dick

I'm all in my bag, this hard as it get
I do not snort powder, I might take a sip
I might hit the blunt, but I'm liable to trip
I ain't poppin' no pill, but you do as you wish
I roll with some fiends, I love 'em to death
I got a few mil' but not all of them rich
What good is the bread if my niggas is broke?
What good is first class if my niggas can't sit?

That's my next mission, that's why I can't quit
Just like LeBron, get my niggas more chips
Just put the Rollie right back on my wrist
This watch came from Drizzy, he gave me a gift
Back when the rap game was prayin' I'd diss
They act like two legends cannot coexist
But I'd never beef with a nigga for nothin'
If I smoke a rapper, it's gon' be legit

It won't be for clout, it won't be for fame
It won't be 'cause my shit ain't sellin' the same
It won't be to sell you my latest lil' sneakers"
J-Cole,Sacrifices,Dirty South,"Yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah

Young nigga back from the dead
I don't know, I don't know, I don't know
Nigga almost lost his head, yeah
Gotta run, gotta fly, gotta float
Channels on top of the dresser
Baby, you down, need to bless up
Gotta watch how you address us
Playing no games, no dress-up
I got an idea
'Less you wildin' out in my hood, dawg ain't right here
Caption me as world nominated before I miss, yeah
Let the AK spray straight before I'm finished, yeah
As a monologue, talking to the fog, fuck a ho and miss, yeah

I make Sacrifices, bloody Sacrifices
Cutthroat, grab his toe, I suppose
Maybe that's what life is

Ayy, man, caveman
Two drink, cave in
Two blunt, ease up
Booyah, leaves up
Who care? Who there?
Do what? Wake up
The hell, happened
We want, hands up
Pay you, dare you
Motherfuck, motherfuck
Sister fucked, granny fucked
System, get some

Yeah, you, day two
Yeah, you, you, you
You a van, through the van
Stripper, good Lord
Top chi, not me
Boy, please, whatever
You next, to death
To go, ooh, oh
Who's that? Ring ring
Your number, bang bang
Callin' up, talk it up
Move over

I make Sacrifices, bloody Sacrifices
Cutthroat, grab his toe, I suppose
Hmm, uh

Shit lookin' all red from the North with the power"
J-Cole,Under The Sun,Dirty South,"If, you miss me
And you, can't find

I done seen it all, oh my God
Uh
I done seen it all, oh my God, I swear
Uh, uh

Nothing new under the sun, nobody fucking with son
I got a couple of sons, a couple of guns
A couple of niggas that bust up the party and fuck up the fun
She digging me and I'm cuffing her friend
She ig'-ing you while we fucking for fun
I got her suckin' her thumb, that's my lil' baby
She call me daddy like grandmama baby
If this Sunday dinner, my hand on her gravy
I been on the craziest wave, if I'm on the stage
An M is my minimum wage
This ain't no kennel, behave
Niggas is with all that barking, we send 'em a stray
So in a way we the dogcatchers
How many bullets your dawg catchin'?
Sawed-off, raw dog fashion
Hauled off, hope God catch him, damn

I woke up for some money, ayy, lil' bitch
Too many opps in here, tell me who you with, ayy"
J-Cole,Oh Wow...Swerve,Dirty South,"Oh wow
You want the next part, kablaow
Yeah, kablaow, yeah
Hold up, oh wow, shit
That's the part
Shit, I'm proud
The track
Got a whole lot of cash
Kablaow
I put a hole in your"
J-Cole,1993,Dirty South,"Ayy
These motherfuckers, man, yo
(Elite, Elite, Elite)
Check it
Yo, check it out, ayy

Since 1993 I've been smoking weed, ask about me
Niggas know not to, oh, wait, niggas know not to, oh, fuck, ayy

Roll up and pour me a drink up, let's get fucked up
Roll up and pour me a drink up, let's get fucked up
Roll up and pour me a drink up, let's get fucked up
Roll up

Uh, I'm drunk at a party, ain't put down my cup
The fuck is my water? I pick this shit up
Then drank all the water and threw this shit up
It's ash in my cup, I'm mad as a muh', huh
I push pack like USPS, you is a bitch

Ayy, yo, yo, shut the fuck, ayy
Don't even rap, nigga, you
Ayy, hold on
Hold the fuck up, nigga

Tell me why you wanna come get high tonight
I only got one reason, I'm top dog tonight
I let the broads borrow my room and I got caught tonight
Drunken partying, slobbering, 'nother sloppy night

Always fight with my mama, but look, on my leave night
I'll call her, when I'm a baller, I promise that I'ma score you
Until then, I'ma ignore you, it's nothing personal (Sorry)
I'm just tryna fuck a couple girls and go
Can't do that while I'm on the phone
I'm not a mother's boy, I'm a motherfucker"
J-Cole,Rembrandt...Run It Back,Dirty South,"You don't give a damn, then we don't give a fuck
On God, I been waitin' for one of y'all pussy niggas to buck
Still starving, ribs touching
Touch the team and you get touched like homescreen buttons
Hoes scream loud, Jennifer Hudson when them thangs start bustin'
Alright

Shit talk and slick talk
Pissed off, stick talk
Diss track, get mad
Rap niggas big trash
Your squad, my squad
Mismatched, pissants
Cheese chase, gym rats
Picture paint, Rembrandts
Tree trunk, thin branch
I leave, come back
This fall, diss all y'all niggas I came up with
My, what a bit of a change up
These niggas lame, we in minimal danger
I got the banger, just give me the next
My nigga put me in the game and I'm ready to flame, I'm anxious
Put the motherfuckin' bank on it"
